gene,quan,ess,interact,rec,avg_cv,avg_intra_cv
YHL018W,5.13,OTHER,,1,0.192951744101303,0.215350989631729
YHL017W,40.35,OTHER,,1.01,0.129881595556163,0.239237962379174
YHL016C,17.83,OTHER,,0.92,0.144306160302586,0.257322139824876
YHL015W,2169.95,OTHER,,1.01,0.156249659929941,0.196558263235278
YHL014C,26.83,OTHER,,0.97,0.170615233829343,0.261100104504381
YHL013C,71.22,OTHER,,1.06,0.135675557156286,0.210858927479386
YHL012W,1.1,OTHER,,1.17,0.0848275963779576,0.197594518461804
YHL011C,188.52,RICH,,0.89,0.0905433386301595,0.252039918355399
YHL010C,7.15,OTHER,,0.81,0.0991141399249165,0.239987027382766
YHL009C,21.33,OTHER,,0.84,0.14276020174998,0.299357003320806
YHL009W-B,20.07,OTHER,,,0.141565671026974,0.279715823585092
YHL009W-A,0,OTHER,,,0.117203070455766,0.288639059330759
YHL008C,58.77,OTHER,,0.9,0.137830083720214,0.248437214066024
YHL007C,95.63,OTHER,,1.49,0.106038682591899,0.23711148409267
YHL006W-A,0.83,OTHER,,,0.0929160627909429,0.20010818728147
YHL006C,25.13,OTHER,,1.82,0.199837554357364,0.211845227241218
YHL005C,0.17,OTHER,,1.34,0.225474180151819,0.24122334846476
YHL004W,58.72,OTHER,,1.28,0.130841831449234,0.22681490701964
YHL003C,141.02,OTHER,,0.97,0.10146383868047,0.24201746922515
YHL002C-A,2.28,OTHER,,,0.0734206704190828,0.268012092719714
YHL002W,68.63,OTHER,,0.85,0.121091303414896,0.242651976495075
YHL001W,607.08,OTHER,11,0.91,0.270721574721004,0.19280597198705
YHR001W,50.2,OTHER,,0.86,0.181289144378815,0.26416819094846
YHR001W-A,216.75,OTHER,7,0.88,0.175524329302756,0.160208946557572
YHR002W,26.65,OTHER,,0.86,0.154788338587675,0.250089251046206
YHR003C,59.17,OTHER,,0.91,0.106624978736746,0.230595269908376
YHR004C,37.87,RICH,,0.97,0.11104825743247,0.233134303362901
YHR005C,158.63,OTHER,,0.85,0.141600236381267,0.324881897780044
YHR005C-A,488.18,ESS,,,0.131424596398931,0.25148268620339
YHR006W,47.12,OTHER,26,0.88,0.119744573055254,0.220340361850163
YHR007C,420.53,ESS,,1.25,0.105529201351247,0.218930668671803
YHR007C-A,69.53,OTHER,,,0.265042464659746,0.241629798275429
YHR008C,266.5,CHEM,,1.1,0.163261702227633,0.216510878914297
YHR009C,78.1,OTHER,,1.08,0.104749130436636,0.19909923517316
YHR010W,1322.55,RICH,,1.01,0.233483678964454,0.199521256187332
YHR011W,27.7,RICH,,0.9,0.113283165676444,0.311693132544281
YHR012W,68.1,OTHER,74,0.86,0.177383863740376,0.202787754299026
YHR013C,86.07,RICH,55,0.98,0.129502087254798,0.232165753231843
YHR014W,2.43,CHEM,,1.05,0.197348420571919,0.285685768724552
YHR015W,19.57,OTHER,,1.105,0.14634481225968,0.304264360365866
YHR016C,38.85,OTHER,4,1.1,0.101152816302794,0.305108876785502
YHR017W,35.97,OTHER,21,0.94,0.141931095261437,0.272017430898239
YHR018C,393.08,OTHER,,1.67,0.101902360692634,0.222107141439969
YHR019C,487.97,ESS,,2.04,0.0975197458490898,0.167399303562113
YHR020W,271.32,OTHER,,1.37,0.142920664763717,0.193436451008225
YHR021C,5355.52,RICH,,1.49,0.27715902493322,0.250430535140789
YHR021W-A,3.67,OTHER,,,0.157600700389971,0.291426102313532
YHR022C,11.38,OTHER,,1.23,0.121461281860552,0.267692510250066
YHR023W,48.72,ESS,,0.97,0.125490156349216,0.263811895717788
YHR024C,79.43,ESS,,0.985,0.0988413100625058,0.230474463699768
YHR025W,296.75,OTHER,,0.98,0.108984505857016,0.180059380138658
YHR026W,386.68,RICH,,0.94,0.193208451492809,0.207438184725101
YHR027C,214.58,OTHER,,0.86,0.115416031378417,0.195035303950658
YHR028C,51.72,OTHER,32,0.88,0.116202434124918,0.257369486415127
YHR028W-A,2.75,OTHER,,,0.112244425778464,0.46286239952854
YHR029C,83.8,CHEM,,0.89,0.161178665500203,0.218227793137471
YHR030C,115.87,OTHER,110,0.94,0.129130744419829,0.258315997368048
YHR031C,18.4,RICH,58,0.96,0.131591090106674,0.250747643090747
YHR032W,54.12,OTHER,,0.925,0.0819060892883761,0.226662866280917
YHR033W,7.75,OTHER,,0.99,0.156690636098168,0.1835339360626
YHR034C,20.93,RICH,,1.15,0.153626312761484,0.273808077966112
YHR035W,12.85,OTHER,,0.985,0.132539386416693,0.295745503508269
YHR036W,32.4,ESS,,0.915,0.150388018843319,0.225240655618504
YHR037W,76.8,OTHER,,0.96,0.128142282309176,0.240745285437273
YHR038W,26.6,RICH,22,0.89,0.172799694498092,0.282528948228643
YHR039C,105.58,OTHER,13,1.09,0.168413507889219,0.186829812391674
YHR039C-A,645.67,OTHER,,,0.156051269931022,0.164078021024316
YHR040W,45.43,ESS,,1.105,0.106796791940527,0.205578703518842
YHR041C,25.9,RICH,105,0.965,0.164291261636116,0.192157254819276
YHR042W,165.22,ESS,,1.11,0.103194430490075,0.256290431450021
YHR043C,78.83,OTHER,5,1.08,0.162420476892489,0.207133616305576
YHR044C,14.95,OTHER,10,0.975,0.145411518861979,0.215955875237742
YHR045W,46.22,OTHER,,0.865,0.120961875174189,0.247148950927878
YHR046C,74.5,OTHER,14,1.07,0.131646539174774,0.231827153835134
YHR047C,114.37,OTHER,7,1.15,0.144551415016234,0.248939073015356
YHR048W,17.37,OTHER,,1.31,0.107283649157122,0.219325229987844
YHR049W,157.57,OTHER,,0.91,0.142949665484682,0.229505490927123
YHR049C-A,4.75,CHEM,,1.09,0.22032543634448,0.339425568242742
YHR050W,51.98,OTHER,,0.82,0.108927283627738,0.245486157084277
YHR051W,204.07,CHEM,30,0.96,0.179230936729497,0.221599731337465
YHR052W,169.77,OTHER,,0.91,0.117449842191995,0.29502769555189
YHR054C,71.9,OTHER,,0.81,0.134975254944855,0.282276916865186
YHR056C,62.9,OTHER,,0.69,0.112197590653734,0.250355957779334
YHR056W-A,0.8,OTHER,,,0.14964084209638,0.242319060205037
YHR057C,49.5,OTHER,,0.94,0.142536645358876,0.178623001248419
YHR058C,23.18,ESS,,0.94,0.122764898072447,0.239711825838469
YHR059W,48.33,RICH,,0.85,0.177362382309295,0.201303784653841
YHR060W,128.07,OTHER,8,0.79,0.181826361658075,0.211539130215076
YHR061C,31.7,OTHER,,0.74,0.134666712955699,0.233385489817087
YHR062C,44.87,ESS,,0.895,0.126481215543928,0.184500678063498
YHR063C,95.82,OTHER,,0.91,0.11486848351362,0.260019313059986
YHR063W-A,0.67,OTHER,,,0.128284809555961,0.199831163145258
YHR064C,351.4,RICH,1,0.93,0.121039378408272,0.237752960069161
YHR065C,95.77,ESS,,0.84,0.143380820114702,0.228313102453423
YHR066W,92.33,CHEM,37,0.97,0.114887062674237,0.211503375801608
YHR067W,23.5,RICH,56,0.91,0.120816804253235,0.242853920868368
YHR068W,359.83,ESS,,1.05,0.142686572394889,0.189810942454675
YHR069C,76.62,ESS,,1.44,0.0954565494791697,0.208595845637726
YHR069C-A,0.53,OTHER,,,0.142115038293468,0.187643906839146
YHR070W,35.92,ESS,,0.91,0.113614967191153,0.204828239216945
YHR070C-A,0.6,OTHER,,,0.146026938233562,0.194485994488417
YHR071W,79.18,OTHER,,0.84,0.237770427274022,0.308391773904068
YHR071C-A,2.05,OTHER,,,0.239668414265965,0.340232879580261
YHR072W,76.95,ESS,,1.055,0.147924008973807,0.255326128478188
YHR073W,78.97,OTHER,,0.82,0.089050642163507,0.21605781863065
YHR074W,76.92,ESS,,0.86,0.129737658664587,0.251377052279962
YHR075C,28.88,OTHER,,0.94,0.116541475391862,0.277113813725085
YHR076W,35.57,OTHER,4,0.72,0.0930289437709976,0.233993819898181
YHR077C,76.22,OTHER,72,0.75,0.0936548333415768,0.249038334723598
YHR078W,51.37,OTHER,,0.85,0.133531501913497,0.268163822648188
YHR079C,40.18,OTHER,,0.91,0.10814977170719,0.219137007539544
YHR080C,41.9,OTHER,,1.11,0.125601994581312,0.290153076986082
YHR081W,125.67,RICH,,0.94,0.108260598857561,0.237928227850447
YHR082C,70.28,OTHER,,0.95,0.132977654105074,0.248490835434114
YHR083W,70.2,ESS,,0.73,0.0970777329632394,0.219584215588237
YHR084W,166.97,OTHER,,0.9,0.121810520961331,0.23792026625716
YHR085W,43.85,ESS,,1.19,0.131143990455615,0.218477585357412
YHR086W,53.57,OTHER,,1.15,0.126561836174538,0.248767366663035
YHR087W,103.1,OTHER,52,1.02,0.253454651546307,0.292260719023942
YHR088W,70.03,ESS,,1.18,0.141955825260134,0.291144967092866
YHR089C,593.25,ESS,,1.34,0.259195435419796,0.25107946943312
YHR090C,37.58,OTHER,,1,0.118991774163999,0.310151540215882
YHR091C,36.4,CHEM,,0.9,0.152866467175446,0.279071699578655
YHR092C,1039.3,OTHER,6,0.975,0.141021867299461,0.211673151606794
YHR093W,0.43,CHEM,,0.98,0.196103455353016,0.194383789499864
YHR094C,72.8,OTHER,17,1.05,0.113996484365081,0.22996095767515
YHR095W,0.52,OTHER,,1.2,0.195834135941832,0.397412580674625
YHR096C,2.72,OTHER,,1.8,0.151681715445481,0.229219175471575
YHR097C,59.52,OTHER,,1.06,0.146790751660238,0.265989483881961
YHR098C,111.3,OTHER,,1,0.116001608363681,0.275868492958382
YHR099W,75.73,OTHER,,1.23,0.147396500407723,0.232071430277093
YHR100C,29.62,RICH,,1.36,0.162329198702109,0.335498055311075
YHR101C,24.03,ESS,,0.89,0.143468136191423,0.235925988057748
YHR102W,31.75,ESS,,1.09,0.0928247941901665,0.214701437561341
YHR103W,67.33,OTHER,12,0.93,0.0972445315630014,0.282351679773942
YHR104W,102.9,OTHER,104,0.9,0.123517993533806,0.244798810394974
YHR105W,7.07,OTHER,,1.03,0.0873698148244505,0.189646083085092
YHR106W,35.32,CHEM,,1.235,0.178644416497819,0.273602013061188
YHR107C,112.9,ESS,,1.02,0.114150231955993,0.274920258355998
YHR108W,143.85,OTHER,29,0.75,0.134327915739682,0.215465787079456
YHR109W,14.93,OTHER,,1.08,0.119379216138746,0.24588929585793
YHR110W,93.32,OTHER,11,0.82,0.0863794026518804,0.283881547121839
YHR111W,34.43,RICH,53,0.72,0.138122811084892,0.2403981061822
YHR112C,40.02,OTHER,,0.74,0.104109003313904,0.192072881979928
YHR113W,60.95,OTHER,,0.99,0.12181907332433,0.253177237852575
YHR114W,48.6,OTHER,18,0.93,0.176676085336587,0.237859536635963
YHR115C,64.23,OTHER,,0.78,0.134274665774679,0.230560631301328
YHR116W,21.15,OTHER,89,0.82,0.11506284986193,0.260519557532551
YHR117W,59.92,OTHER,,0.91,0.145611296031059,0.248582784653643
YHR118C,21.1,ESS,,1.28,0.110944120386739,0.248180512635473
YHR119W,50.37,OTHER,,1,0.0918326017016441,0.291603477822249
YHR120W,30.67,RICH,7,0.92,0.148843253465593,0.273658114749445
YHR121W,151.23,OTHER,,0.73,0.128540267319038,0.197870827641723
YHR122W,77.12,ESS,,1.05,0.134419219711025,0.227797330147641
YHR123W,37.62,OTHER,38,0.82,0.101178996997211,0.234685686784493
YHR124W,9.82,OTHER,,0.96,0.114369450670425,0.312216009172938
YHR125W,0.48,OTHER,,1.43,0.141095891869807,0.185188030104234
YHR126C,3.32,OTHER,,1.25,0.254806663591646,0.205544835099998
YHR127W,63.05,OTHER,,1.19,0.125826399838798,0.241655294565233
YHR128W,226.82,ESS,,0.91,0.0973909921865235,0.245014100873485
YHR129C,20,OTHER,67,0.88,0.123353310010013,0.211068666984268
YHR130C,11.05,OTHER,,0.9,0.241049737491831,0.328770182591236
YHR131C,41.03,OTHER,,0.93,0.147473784195107,0.256833070513656
YHR131W-A,0.15,OTHER,,,0.108487996089154,0.17632123135739
YHR132C,96.67,OTHER,,0.89,0.146964976478022,0.219512396076881
YHR132W-A,84.42,OTHER,,,0.178085164039805,0.175709671085182
YHR133C,72.93,OTHER,,0.91,0.128961424483693,0.226742961768566
YHR134W,25.47,RICH,,1.46,0.134764017826441,0.241069216683186
YHR135C,102.23,OTHER,7,1.32,0.145633687019346,0.218706787088913
YHR136C,3.42,OTHER,,1.33,0.127191286352358,0.292715961433747
YHR137W,372.17,OTHER,,0.92,0.12614761131398,0.263698600424739
YHR137C-A,0.05,OTHER,,,0.11192381175699,0.237770935908615
YHR138C,78.42,OTHER,,1.13,0.158869883425306,0.219557426130964
YHR139C,3,OTHER,,0.83,0.152635586493595,0.247265675045515
YHR139C-A,0.92,OTHER,,0.93,0.122839794623152,0.378384299580042
YHR140W,11.97,OTHER,5,0.97,0.174232489756958,0.257324093372252
YHR141C,1442.62,OTHER,,0.91,0.254170810865666,0.128469156632065
YHR142W,98.78,OTHER,32,0.99,0.129449021391786,0.277634580362512
YHR143W,259.47,OTHER,,0.93,0.150266632816364,0.274758973182226
YHR143W-A,319.97,ESS,,1.06,0.193923581562973,0.25071591764044
YHR144C,62.37,OTHER,,1.21,0.17633188609819,0.30770175155339
YHR145C,36.68,OTHER,,0.99,0.159446155482326,0.341327345755458
YHR146W,189.73,OTHER,,1.36,0.198187979286471,0.26648128483909
YHR147C,66.18,RICH,,1.3,0.111404135875265,0.269637149976154
YHR148W,67.67,ESS,,1.32,0.118493426005263,0.292119051079372
YHR149C,61.32,OTHER,,1.23,0.130803501015917,0.203689116549245
YHR150W,24.07,OTHER,,1.39,0.146808337160095,0.318775288079084
YHR151C,49.75,OTHER,,1.45,0.146782607520766,0.219837805205981
YHR152W,132.47,OTHER,27,1.11,0.161388927982581,0.262305733915748
YHR153C,12.78,CHEM,,0.98,0.142601420115692,0.331204626908124
YHR154W,56.57,RICH,18,0.93,0.175603244052946,0.296982767156183
YHR155W,36.68,OTHER,24,1.005,0.102494757162032,0.249950415915283
YHR156C,15.28,OTHER,,0.92,0.0492563431696112,0.261802874028134
YHR157W,5.83,OTHER,,0.86,0.21892120207002,0.237476542161123
YHR158C,54.8,OTHER,,0.87,0.184615266553681,0.248928378191824
YHR159W,12.62,OTHER,,0.94,0.137497219512236,0.281348725192787
YHR160C,2.4,OTHER,33,0.93,0.0855608378889742,0.267228242674022
YHR161C,70.4,OTHER,,0.88,0.106007391660456,0.251848644131087
YHR162W,934.67,OTHER,,1.01,0.209502266105091,0.178567420131839
YHR163W,143.83,OTHER,9,1.395,0.123668481426276,0.237645802248058
YHR164C,32.27,ESS,,1.49,0.107701398123355,0.23925093346295
YHR165C,73.73,ESS,7,0.86,0.149501810168562,0.271651654985663
YHR165W-A,0.67,OTHER,,,0.201516497204651,0.344651438810967
YHR166C,23.63,ESS,,0.96,0.130098964178886,0.293881393788886
YHR167W,43.13,CHEM,69,0.97,0.117957206707625,0.2780599747424
YHR168W,19.73,RICH,,0.82,0.149065699825568,0.241105736871194
YHR169W,65.13,ESS,,0.74,0.156260828687856,0.18307458179608
YHR170W,180.52,ESS,,0.9,0.127631056171564,0.216786241918285
YHR171W,19.55,OTHER,,0.88,0.154637524096605,0.231828890680675
YHR172W,16.97,ESS,,0.95,0.124574215764802,0.286090267671623
YHR173C,2.63,OTHER,,0.83,0.195578652727476,0.359202802193765
YHR174W,12336.15,OTHER,69,1,0.143115490438075,0.144874256178056
YHR175W,123.22,OTHER,,1.48,0.165556953634453,0.23709065335933
YHR176W,18.65,OTHER,5,1.01,0.104343596753967,0.251152698591626
YHR177W,7.63,OTHER,,0.95,0.0944805346377602,0.255977255353321
YHR178W,17.4,OTHER,,0.89,0.0886123438711844,0.207174985413654
YHR179W,730.42,OTHER,36,0.82,0.132673881513367,0.235814969250339
YHR180W,18.13,OTHER,,1.09,0.148126475843727,0.202101475562467
YHR181W,69.8,OTHER,12,1.56,0.144479329893121,0.253294036602198
YHR182W,22.75,OTHER,,1.3,0.100399932573039,0.305485820438487
YHR182C-A,0.33,OTHER,,,0.119737876512981,0.251318047944444
YHR183W,804.17,RICH,,1.12,0.134397573138016,0.180148962667078
YHR184W,23.9,OTHER,,0.99,0.154204708749501,0.234738314192583
YHR185C,24.28,OTHER,31,0.78,0.195009608505168,0.292285216445533
YHR186C,46.07,ESS,,0.93,0.143526467965596,0.237136741902022
YHR187W,47.32,OTHER,47,0.86,0.0955886544168113,0.262637558563795
YHR188C,79.97,ESS,,0.83,0.113881463250526,0.26573243636368
YHR189W,7.48,OTHER,90,0.73,0.108098125539447,0.234217813337814
YHR190W,178.47,ESS,,0.93,0.117928306393793,0.250558106342632
YHR191C,46.6,RICH,76,1.15,0.239609485531475,0.194246248060103
YHR192W,31.43,OTHER,,0.96,0.145517688510627,0.256175277210927
YHR193C,1260.07,OTHER,,0.955,0.160800086517105,0.196571349186177
YHR193C-A,1.37,OTHER,,,0.158901039795151,0.277168908348116
YHR194W,31.6,RICH,12,0.93,0.124500943046036,0.278346839967555
YHR195W,49.63,OTHER,,0.88,0.133803449754086,0.236372352946612
YHR196W,133,ESS,,0.79,0.131411872257685,0.245021698381537
YHR197W,66.85,ESS,,0.82,0.155763919031718,0.208443567938261
YHR198C,44.97,OTHER,,0.96,0.135425110115703,0.209136034927669
YHR199C,45.05,OTHER,,0.905,0.124554464931963,0.214361034170703
YHR200W,180.15,RICH,40,1,0.151043759919619,0.21901244276606
YER161C,45.85,OTHER,19,0.99,0.135574729788947,0.246889852932222
YER162C,24.77,OTHER,44,0.81,0.113750861199861,0.236497508869725
YER163C,57.83,OTHER,,0.82,0.0951055829795091,0.223861693268007
YER164W,48.65,OTHER,,0.83,0.135929108072305,0.229683085879366
YER165W,979.08,ESS,,1.29,0.133910621631237,0.273684165534226
YER165C-A,0.03,OTHER,,,0.0716669303613001,0.352058902197852
YER166W,78.63,OTHER,,1.05,0.114012673115332,0.224639510287823
YER167W,99.85,OTHER,,0.84,0.159044218451878,0.237103838618929
YER168C,54.93,ESS,,1.44,0.16773238968726,0.286395688530275
YER169W,57.38,OTHER,,0.93,0.158039901772516,0.27099678834299
YER170W,28.45,OTHER,,0.94,0.153269891880448,0.291930581708315
YER171W,70.47,ESS,,0.96,0.153350209965319,0.228895244000485
YER172C,60.45,ESS,,0.9,0.135792970095556,0.254967198656284
YER172C-A,0.05,OTHER,,,0.129885200592644,0.223142794539737
YER173W,23.57,OTHER,12,0.92,0.165463335609516,0.284728777631954
YER174C,50.22,OTHER,,0.89,0.185543465053741,0.273652916595176
YER175C,137.58,CHEM,,0.95,0.135207123913813,0.245619848431845
YER176W,57.27,OTHER,,0.95,0.0654994411693505,0.24459942793123
YER177W,1404.27,OTHER,32,1.29,0.146444905238742,0.267591902637661
YER178W,515.28,RICH,54,1.32,0.0971607049010608,0.238083257694577
YER179W,7.13,OTHER,,1.01,0.169883645859758,0.234399625730284
YER180C,18.82,OTHER,,1.03,0.0976248037152271,0.272494074661619
YER180C-A,16.47,OTHER,10,,0.162036271824604,0.314170891868567
YER181C,0.38,CHEM,,1.05,0.143642873900949,0.172993442914132
YER182W,35.85,OTHER,,0.83,0.159530398759766,0.229472165818018
YER183C,78.15,OTHER,,0.86,0.178480327707988,0.259439643687305
YER184C,10.62,OTHER,,0.83,0.125766997517432,0.181070628517001
YER185W,12.47,OTHER,,1.07,0.118642485445958,0.27637738824649
YER186C,53.75,OTHER,,0.85,0.153768246727225,0.25324309966823
YER187W,12.52,OTHER,,1.09,0.149632490172122,0.311024068770967
YER188W,11.52,CHEM,,1.33,0.163386463722319,0.251654247064411
YER188C-A,9.52,OTHER,,,0.239556078159973,0.247944498390632
YER189W,0.17,OTHER,,1.3,0.124222961170639,0.323050597546
YER190W,0.28,OTHER,,1.33,0.149412912891671,0.229663892752383
YER190C-A,0.22,OTHER,,,0.0790611918682597,0.119904515821081
YER190C-B,0,OTHER,,,0.122608618411101,0.200169929954247
YJL225C,23.75,OTHER,,1.1,0.120770576536339,0.239701515688619
YJL225W-A,0.05,OTHER,,,0.127377554686374,0.19673416694596
YJL223C,0.12,OTHER,,1.23,0.265890655185263,0.230795493147711
YJL222W-A,0,OTHER,,,0.123662138714541,0.233265728486809
YJL222W,21.95,OTHER,,1.05,0.115499230447128,0.226603264478262
YJL221C,4.47,OTHER,,0.79,0.122555482875428,0.186593943964297
YJL220W,0.12,OTHER,,0.79,0.133262417992025,0.171157831599223
YJL219W,2.2,OTHER,,0.89,0.132919877307555,0.244296910421303
YJL218W,24.47,OTHER,,1.05,0.125409962319151,0.261491297217462
YJL217W,111.97,OTHER,17,0.705,0.11366375661365,0.148770842460605
YJL216C,40.33,OTHER,,0.63,0.113687896654216,0.201167334496757
YJL215C,1.63,OTHER,,0.77,0.144927539476749,0.250405800758775
YJL214W,9.58,OTHER,10,0.7,0.094626249012111,0.24942316583113
YJL213W,23.4,OTHER,16,1.255,0.116516097905383,0.179964146362264
YJL212C,96.15,OTHER,2,0.97,0.168200307983168,0.264395443102346
YJL211C,0.72,OTHER,,1.36,0.0926520929063073,0.207405201233483
YJL210W,57.02,OTHER,,1.44,0.104984097453978,0.217564237040063
YJL209W,40.55,OTHER,,0.98,0.133101276603953,0.235903073325193
YJL208C,60.2,OTHER,,0.85,0.165870409180669,0.254489253419093
YJL207C,92.07,OTHER,,0.83,0.106438302022867,0.268946966495773
YJL206C,21.37,CHEM,22,0.93,0.136593348278961,0.231475662438371
YJL204C,28.25,RICH,,0.99,0.171014340641404,0.253125843972786
YJL203W,30.2,ESS,,0.69,0.0896513045108157,0.249326127595515
YJL202C,1.17,ESS,,1.01,0.0681963885244714,0.223047175630251
YJL201W,40.48,OTHER,,0.8,0.109263500325501,0.257638246525232
YJL200C,289.12,OTHER,,0.86,0.131767330143555,0.229691219038004
YJL199C,18.45,OTHER,,1.06,0.133060568932062,0.204732778780884
YJL198W,82.47,OTHER,9,0.83,0.139092260227387,0.247246170473808
YJL197W,53.3,OTHER,,0.79,0.100022689283972,0.25525262739968
YJL197C-A,0.07,OTHER,,,0.133498315740056,0.223750838057053
YJL196C,245.25,OTHER,15,0.83,0.177457624914887,0.24643462258705
YJL195C,0.28,ESS,,0.91,0.148094171792098,0.22129152740078
YJL194W,40.7,ESS,,0.9,0.138172747890945,0.255134358231367
YJL193W,37.4,OTHER,,0.91,0.107306493561412,0.305068725990006
YJL192C,171.48,OTHER,14,0.98,0.148580808323467,0.222948090916178
YJL191W,286.2,OTHER,,1.01,0.262496163975416,0.177228822544644
YJL190C,2597.03,OTHER,,1.24,0.190319391390744,0.201507788242564
YJL188C,4.98,RICH,,1.39,0.108569476437601,0.241096445826973
YJL187C,31.23,OTHER,15,0.87,0.095440450831948,0.275620324117781
YJL186W,120.67,OTHER,,0.98,0.184955853163859,0.258701598164553
YJL185C,12.3,OTHER,,1.08,0.143687806370888,0.246896003910529
YJL184W,97.13,RICH,,1.03,0.204511633676665,0.262232672701171
YJL183W,65.98,RICH,157,0.93,0.156480363554993,0.206771092144102
YJL182C,0.27,OTHER,,0.96,0.230293136206489,0.249871448677791
YJL181W,22.68,OTHER,,0.79,0.180878014226983,0.232486797248607
YJL180C,38.43,RICH,49,0.75,0.146633522844142,0.254822170095178
YJL179W,95.45,RICH,,0.9,0.177944819428117,0.189524566181738
YJL178C,105.9,OTHER,,0.93,0.133101872480974,0.209935186902389
YJL177W,763.57,RICH,,1.02,0.287776102728854,0.222490147222253
YJL176C,49.83,RICH,185,1.18,0.109421639750641,0.216760345362437
YJL175W,0.02,OTHER,,1.23,0.109540341877276,0.192540327710147
YJL174W,165.67,ESS,,1.28,0.108151521883724,0.185726226707544
YJL173C,134.7,ESS,,1.37,0.15851181402181,0.230913295945606
YJL172W,6.88,OTHER,,1.2,0.161585880000289,0.231578678017709
YJL171C,89.52,OTHER,,1.03,0.109478663139337,0.229040893404423
YJL170C,1.02,OTHER,,0.85,0.0854061315639221,0.266383853444251
YJL169W,0.3,OTHER,,0.87,0.133186242466782,0.384486290538714
YJL168C,44.68,RICH,34,0.84,0.12744043933402,0.232827593476408
YJL167W,291.97,OTHER,,0.79,0.119763181103928,0.192409317609295
YJL166W,427.23,OTHER,174,0.85,0.230267588553025,0.285879695196167
YJL165C,49.58,OTHER,43,0.82,0.203165651182503,0.23897486883937
YJL164C,34.55,OTHER,12,0.98,0.113397081024146,0.227586847149508
YJL163C,21.13,OTHER,,0.97,0.0732082326072215,0.232751398488112
YJL162C,28.53,OTHER,,0.89,0.125801328009803,0.27550617432059
YJL161W,17.55,OTHER,,0.89,0.151564356799427,0.268713042873288
YJL160C,32.52,OTHER,,0.95,0.128540780224706,0.24525057968259
YJL159W,2836.13,OTHER,,1.24,0.153890991988221,0.191176498977214
YJL158C,1527.88,OTHER,,1.005,0.206913057426828,0.208727558626809
